Timestamp[YYYY-MM-DD_HH:MM:SS.microseconds] ,Data[Bytes]
2019-10-09_15:01:58:714360,702A443CA48B883EB861A3BC0000000011FB1EBD101900C1200CA9A5C41A2B898C0D11D2F3F00000000B9F80BD111E00F130058879141BB5EC7C0F41B753F0000000048EC95BC152100F120021B41F415D11EDBFDDD9883E000000003EEA6BDB1800F13002DA13141B18B70C075C5B3F00000000D27420BEC1700F1300DB432C41BC47F741D083EB3E00000000E01286BD71400F1900173E234190AE1EC08894AC3E0000000052C18CBD71400A11006941BA411DFECDC059236A3F0CC7E3A0000A21EAFBDC1800F13009D5AB5414E79ED41F545173F807899BB000025B1F7BC71300B1B00966DA8407A4E2ABF132F743D00000000C8201ABEA1800D1200BC3BB3F0000C6B570BF00000000B8A2A73DB1400D03008D6A1D41EB504FBF954F73E0000000010119CBDC1800A1300D31438416ED52640C2AAA4BE00000000748197BC172300F13009376A9405E93773F6CEF25BE000000003629ECBD91800E0200BFAB0402BFF1040C87680BE000000006AD57BE91600E11001F31A417A5B1BDAD9143C0000000090858BEB1700E1100479E1C41DCF183F515789BD00000000FC3EA4BDC1800E120025912241F27B1440EBD8FBE0000000012F68DBD81500E1200A03A3A4153808840DC9B12BF0000000063DC3DBDD1A00E1300D03233412D9583403C3BABF00000000AF47D4BB81400B12008225841E7F1AC40E8AC46BF000004BD3BB0C4FBBC101C00F05300EECE4F419B96A34056B13CBF0000F830B3BDFBBF93BDB1700F0530067E64741B9CA1402CE837BF00000000E0983BD71300713008A796A4148E9AE40D2F748BF0000A033D93CFFCE9E3CB1600F05100E4BB34120C39D4092CD3BBF036AB3B00006CB6BBC71300B12005238DE428FC23141FBC726BF0D5603B0000F5C812BDC1800F13005238DE428FC23141563D1CBF0B613B0000116B33BD81500F13005238DE428FC2314116F325BF00000000C4CC8A3E71000D02005238DE428FC23141DBFC9BF00000000D95EC53E6F00E83005238DE428FC2314175F8EDBE0D8BF390000442080BCC1900713005238DE428FC23141CB4A2CBF060443B0000AAF324BB91600F13005238DE428FC2314193DD53BF0000A0FADE3C23B68CBC91500B05300
2019-10-09_15:01:58:717359,5238DE428FC23141277D53BF0000B84CE03DE3E07CBB152200F053005238DE428FC231415B2C5BBF000000001516D83CB1600F02005238DE428FC2314136FD3DBF80E6893B0000D0D33ABDB1600D1B005238DE428FC23141FE941BF0000B0D55FBD7079D6BB121E00F053005238DE428FC23141A459BEBE044DBA00004BD5FDBCD1900B13005238DE428FC2314117591BE034F5BA0000B39175BDE1A00F11005238DE428FC23141E2DF2BF0000000075FCFABC142000F12005238DE428FC23141ABA05FBF0000000038B85BC61200B03005238DE428FC23141E18F65BF0E72BB0000782A18BD91600F13005238DE428FC231413FBF68BF0802EBA0000453A0BD61300712005238DE428FC231417A20873B58A7AEBB0000C15731BD122100F13005238DE428FC231419F78243F00000000E5B086BE6F00D01005238DE428FC2314129F6A8BBFE41A0BB0000E3778E3EA1400F13005238DE428FC2314182271CBF00000000B4598E3E71000503005238DE428FC23141641531BF0968FBA48487BEECB2723DC1600B113005238DE428FC2314132AA6BE8073F3B00006F3E90BD91200912005238DE428FC231415633BBF00B8396B286BEF39953D6F00F112005238DE428FC231414A27BBE80EE03A90B1D3BE87858ABE71000E111005238DE428FC2314107FA7BDA09A43C0000A14383BC71000911005238DE428FC2314112E1E3B000000003F75CBD71000F1B005238DE428FC231417FDAC9BC4816663B000073A563D61200E12005238DE428FC231419043103F00000000C4D0B1BE71000A01005238DE428FC231419E6DB33C00000000AE772BD6F00602005238DE428FC23141A7A5373D00000000AD3F633E6F00E01005238DE428FC23141912C78BD000000001D5241BB71000602005238DE428FC23141BBC83BD00000000DED36BB71000B01005238DE428FC23141A37DB1BC00000000A6E51ABD81100E03005238DE428FC2314133B0943DC048E2BA00001C535DBD71100B32005238DE428FC23141108415BD000000008592613D71100D31005238DE428FC2314133B6FA3B68AB59BA0000625D9DBC6F00E32005238DE428FC23141F255B43C405464BB0000CF81C73D6F00932005238DE428FC231414E43D3DB0C231BB000063A482BD6F0063300
2019-10-09_15:01:58:720358,040000003000120FFFF2001701F007000601D23E05DA6AC381760100000
2019-10-09_15:01:58:722357,2526373CEFD880BEB861A3BC0000000011FB1EBD101900C120028FA57412DB94C0947243F00000000F1C46EBD142100F1300249A8E41C427C7C0377753F0000000071BF11BD162200F1300311AA740ADD715BD9B58DF3B0000000080D929BE132100D120084327417EBEF94124CACF3E00000000C2A124BE81500D19008BB2D41A31F5417AECDE3E000000006CF4D5BD81500F1B0072622241DDD78C0C7C833E0000000086AEB2BD91500E12003AF7B3412C9EC41A07E123F0DAA73A000071A44EBDF1B00F1A003A919941178B8C0EB83423F000000002EB6A8BDD1A00F12009AFFB641DD5AD1C07DE66A3F05070B900006595B1BD101C00F1200D1A1E41CB51B8BF7B31533E00000000F91DD0BD111D00F12009364BA3F84AFDBB9DF47CBE000000009B3B3BE91200E03002EF11C41D3D25BF451C43D00000000A85FCABDE1A00E1200A53FA64122FFC1C03035663F0309D390000D42C9BBD61300E12008FC31A419F56163E2D5BE13B00000000ACA8CBBDE1A00E12008AE93A4133F2394092D9BABE000000005B353CBD111E00A130086A01E4167B7DE3FD1F15CBE00000000CF397ABDA1600E1200C4F404139F9914045891EBF0000000064102BDD1A00F1300EB17EF40F899AD4023B447BF0000C08B603CD23F37BD81400F0520087C7041A217AF405C245BF000040DC763C4741BCBBE1900F05200F8BE5D4113A1B140F9F44ABF0000A02E503DFCD5F3D81500F053009B447A413BD5C7401A3171BF00000000C3F345BD71300B02009268B541AE74A240523531BF06E43BB0000685DD0BCB1800F13005238DE428FC23141D2F748BF0000A033D93CFFCE9E3CB1600F051005238DE428FC2314192CD3BBF036AB3B00006CB6BBC71300B12005238DE428FC23141FBC726BF0D5603B0000F5C812BDC1800F13005238DE428FC23141563D1CBF0B613B0000116B33BD81500F13005238DE428FC2314116F325BF00000000C4CC8A3E71000D02005238DE428FC23141DBFC9BF00000000D95EC53E6F00E83005238DE428FC2314175F8EDBE0D8BF390000442080BCC1900713005238DE428FC23141CB4A2CBF060443B0000AAF324BB91600F13005238DE428FC2314193DD53BF0000A0FADE3C23B68CBC91500B05300
2019-10-09_14:01:58:726384,5238DE428FC23141277D53BF0000B84CE03DE3E07CBB152200F053005238DE428FC231415B2C5BBF000000001516D83CB1600F02005238DE428FC2314136FD3DBF80E6893B0000D0D33ABDB1600D1B005238DE428FC23141FE941BF0000B0D55FBD7079D6BB121E00F053005238DE428FC23141A459BEBE044DBA00004BD5FDBCD1900B13005238DE428FC2314117591BE034F5BA0000B39175BDE1A00F11005238DE428FC23141E2DF2BF0000000075FCFABC142000F12005238DE428FC23141ABA05FBF0000000038B85BC61200B03005238DE428FC23141E18F65BF0E72BB0000782A18BD91600F13005238DE428FC231413FBF68BF0802EBA0000453A0BD61300712005238DE428FC231417A20873B58A7AEBB0000C15731BD122100F13005238DE428FC231419F78243F00000000E5B086BE6F00D01005238DE428FC2314129F6A8BBFE41A0BB0000E3778E3EA1400F13005238DE428FC2314182271CBF00000000B4598E3E71000503005238DE428FC23141641531BF0968FBA48487BEECB2723DC1600B113005238DE428FC2314132AA6BE8073F3B00006F3E90BD91200912005238DE428FC231415633BBF00B8396B286BEF39953D6F00F112005238DE428FC231414A27BBE80EE03A90B1D3BE87858ABE71000E111005238DE428FC2314107FA7BDA09A43C0000A14383BC71000911005238DE428FC2314112E1E3B000000003F75CBD71000F1B005238DE428FC231417FDAC9BC4816663B000073A563D61200E12005238DE428FC231419043103F00000000C4D0B1BE71000A01005238DE428FC231419E6DB33C00000000AE772BD6F00602005238DE428FC23141A7A5373D00000000AD3F633E6F00E01005238DE428FC23141912C78BD000000001D5241BB71000602005238DE428FC23141BBC83BD00000000DED36BB71000B01005238DE428FC23141A37DB1BC00000000A6E51ABD81100E03005238DE428FC2314133B0943DC048E2BA00001C535DBD71100B32005238DE428FC23141108415BD000000008592613D71100D31005238DE428FC2314133B6FA3B68AB59BA0000625D9DBC6F00E32005238DE428FC23141F255B43C405464BB0000CF81C73D6F00932005238DE428FC231414E43D3DB0C231BB000063A482BD6F0063300
2019-10-09_15:01:58:730382,040000003000120FFFF2001B01F0070004028AEDE6BA6AC381860100000
2019-10-09_15:01:58:733382,E0135E3BA48B883EB861A3BC0000000011FB1EBD101900C1200C8A78B415D58C6C03F62753F0000000021399BD182400F1300BF6152412F3690C0D744233F000000006F6989BD101C00F13007F026419A1F9415BDBD73E000000007A9B1EBE61300F1B00C8B8B241C45E98C03C4B1B3F03DBBB00004BF186BDD1A00F1300B4E0B3416A99D4C030D693F08F9390000EA16AABDE1A00F1300EAFF96411687B6C02C1373F000000008CBC8EBD91500E12005E2A21413F57D9BFB9E9733E000000002B1DC5BDB1800F1200564CBD4147AE9EC0D781263F409D0BC0000B4B996BD91400E13005A931D41DB7F7BBF78601F3E000000004AEDCABDC1900E1200FAC1C41B16619BF6597B03D000000006F5BD9BDC1900E11007ABA8403DD8B8BFB7AB333E000000006A8ADBEC1A00D1200D91A1B4141C8E93E8CF932BD000000009B5BABDF1B00E1200C6C0A640962D2FBED7E5AE3C0000000051C2CBEF1C00D12006D59A7407B76563FEDCCF53E0000000039F9B83E91700C0100A863D4139214E404A51CBBE0000000029C0CCBC192600F130079D2244076E11DBDDBFC9BF00000C1A2BB999230BD81300F853008B1F1E41938FAE3F57F15BE000000008909DBD81500F1100A797A940A81DB53FFAB826BE000000002BD1F5BD91800E1100209C20415CE6440CA96EBE00000000AD9F81BDA1700E13005C2D2441F5E62D4051FBA4BE00000000C5A969BD91500F130031C83E4148229640D7F326BF00000000ECCA52BD91600F12008577741CBD4B340538F43BF00000FB3E3BB6B2F0BDB1600F0530081B86141E8C2B840A0FB49BF000040796A3DD10F9BC91400A05300447B70414778BA4044794EBF0000705FAE3DD28EFBC81400B053006F4844176D1CC40442776BF00000000A6F850BCA1600F33001DBAB7417596A640525F31BF04058380000BF7C48BD91600F12005238DE428FC2314116F325BF00000000C4CC8A3E71000D02005238DE428FC23141DBFC9BF00000000D95EC53E6F00E83005238DE428FC2314175F8EDBE0D8BF390000442080BCC1900713005238DE428FC23141CB4A2CBF060443B0000AAF324BB91600F13005238DE428FC2314193DD53BF0000A0FADE3C23B68CBC91500B05300
2019-10-09_15:01:58:735351,5238DE428FC23141277D53BF0000B84CE03DE3E07CBB152200F053005238DE428FC231415B2C5BBF000000001516D83CB1600F02005238DE428FC2314136FD3DBF80E6893B0000D0D33ABDB1600D1B005238DE428FC23141FE941BF0000B0D55FBD7079D6BB121E00F053005238DE428FC23141A459BEBE044DBA00004BD5FDBCD1900B13005238DE428FC2314117591BE034F5BA0000B39175BDE1A00F11005238DE428FC23141E2DF2BF0000000075FCFABC142000F12005238DE428FC23141ABA05FBF0000000038B85BC61200B03005238DE428FC23141E18F65BF0E72BB0000782A18BD91600F13005238DE428FC231413FBF68BF0802EBA0000453A0BD61300712005238DE428FC231417A20873B58A7AEBB0000C15731BD122100F13005238DE428FC231419F78243F00000000E5B086BE6F00D01005238DE428FC2314129F6A8BBFE41A0BB0000E3778E3EA1400F13005238DE428FC2314182271CBF00000000B4598E3E71000503005238DE428FC23141641531BF0968FBA48487BEECB2723DC1600B113005238DE428FC2314132AA6BE8073F3B00006F3E90BD91200912005238DE428FC231415633BBF00B8396B286BEF39953D6F00F112005238DE428FC231414A27BBE80EE03A90B1D3BE87858ABE71000E111005238DE428FC2314107FA7BDA09A43C0000A14383BC71000911005238DE428FC2314112E1E3B000000003F75CBD71000F1B005238DE428FC231417FDAC9BC4816663B000073A563D61200E12005238DE428FC231419043103F00000000C4D0B1BE71000A01005238DE428FC231419E6DB33C00000000AE772BD6F00602005238DE428FC23141A7A5373D00000000AD3F633E6F00E01005238DE428FC23141912C78BD000000001D5241BB71000602005238DE428FC23141BBC83BD00000000DED36BB71000B01005238DE428FC23141A37DB1BC00000000A6E51ABD81100E03005238DE428FC2314133B0943DC048E2BA00001C535DBD71100B32005238DE428FC23141108415BD000000008592613D71100D31005238DE428FC2314133B6FA3B68AB59BA0000625D9DBC6F00E32005238DE428FC23141F255B43C405464BB0000CF81C73D6F00932005238DE428FC231414E43D3DB0C231BB000063A482BD6F0063300
2019-10-09_15:01:58:738380,040000003000120FFFF2001A01F00700020B96ADF79A6AC381960100000
2019-10-09_15:01:58:741378,8F242B3AA48B88BEB861A3BC0000000011FB1EBDF1800C120052854F41551E8BC058CF173F00000000135FFEBC172400F13005EAC8841A178C5C0A8F66E3F00000000DD6A21BD182300F130036F824411C61BC02D76AA3E000000008E91E5BDF1B00F130083942D41A4A25AC0EB5DF43E0000000038D19BE71400D1300762D5740584084BD94C4373F0000000038B7BDBE71400D030061ACAF416A499CC0FE2143F0E0663B00001795A8BD91600F13004BF39341B8D0BAC0DDE83F3F00000000C2654BD71300F130064FDAA409061DEBFCC59723E00000000A2703CBE71500B1100B4EABA4158BEA3C02CD1C3F0D4743B0000F5377BBD61200F1300588C1C41A41D1ABFCEB0D73D00000000334DC2BDE1A00E1200F878A740F8AD5BEC9C6663D00000000B9E14BEE1C00E11003EDDB041C245D7C0DC16803F054A3BB00001AA32BE71300F1300D6E0A740A4B1823E7446FCBC00000000FF1E15BE101E00E12009992C13F6A694BCDC207FBF00000000C35023D91200D03003DA71C41261E963F21CEEFBD00000000FE757BBDF1B00F1200FDD214172711740FBA096BE000000008FB783BD71500F1300822D414175B61405345E9BE00000000D2D23E3A121F00B13006A2A2541ADF93840DF6BB2BE00000000D85B90BDA1600F13001418CF404FC992405D223BF0000000094749BE81400F0300BB292B41F5AD5C406667E5BE00000000639648BD71300F13001EC3614173C0B7407AB04FBF00002878963DBE89EFBCC1800B05200DE657418AB9A840656135BF000000008665AEBC61200B1300F8BF7B41BFE6B940D8B34BBF0000601E913D57CA0BDC1800F05300B5486E41F48DC140F48465BF0000000094910BDA1500B1300B153BA414AF2AA4039036BF000030CCEBD19FF21BD81400F053005238DE428FC23141525F31BF04058380000BF7C48BD91600F12005238DE428FC2314116F325BF00000000C4CC8A3E71000D02005238DE428FC23141DBFC9BF00000000D95EC53E6F00E83005238DE428FC2314175F8EDBE0D8BF390000442080BCC1900713005238DE428FC23141CB4A2CBF060443B0000AAF324BB91600F13005238DE428FC2314193DD53BF0000A0FADE3C23B68CBC91500B05300
